id,priority,snapshot_status,effective_status,issue_type,title,assignee,source_areas,parent,authority_class,authority_claim,acceptance_semantics,hard_prerequisites,soft_relations,supersedes,explicit_paths,source_presence,stale_description_signal,write_hotspot_cluster,audit_disposition,updated_at,effective_updated_at,labels
polylogue-9l5.9,4,open,open,feature,"Survival analysis: session duration, abandonment hazard, time-to-outcome",,analytics,polylogue-9l5,domain-implementation-slice,"Time axes: wall-clock AND turn-count (turn-axis is often the honest one — wall-clock confounds with human absence; declare both, confound-flag wall-clock in the registry).",live-evidence;parity/completeness;schema/contract;regression-fixture,polylogue-7yk5;polylogue-9l5.7.3,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T05:44:39Z,2026-07-13T05:44:39Z,area:analytics;delivery:I-analytics-experiments;lane:analytics-experiments
polylogue-a7xr.15,4,open,open,chore,payloads.py: generic from_row for the 74 identical-name copy lines (keeps typed wire contract),,substrate,polylogue-a7xr,domain-implementation-slice,,parity/completeness;schema/contract,,polylogue-20d.2,,,no-explicit-paths,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:22Z,2026-07-08T20:15:22Z,area:substrate;delivery:M-substrate-consolidation;horizon:frontier;lane:substrate-consolidation;spine;tech-tree
polylogue-a7xr.16,4,open,open,task,Table-drive the hand-aligned column triplicates in archive_tiers write/read hot core,,substrate,polylogue-a7xr,domain-implementation-slice,,unspecified/qualitative,,,,tests/unit/storage/test_crud.py,missing/planned=1,records-landed-work,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T14:37:05Z,2026-07-14T14:37:05Z,area:substrate;delivery:M-substrate-consolidation;horizon:frontier;lane:substrate-consolidation;spine;tech-tree
polylogue-a7xr.8,4,open,open,task,Index-tier sibling-path derivation pasted ~7x with divergent existence rules,,substrate,polylogue-a7xr,domain-implementation-slice,,receipt/provenance;regression-fixture,,,,polylogue/paths,both=1,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:23Z,2026-07-08T20:15:23Z,area:substrate;delivery:M-substrate-consolidation;horizon:frontier;lane:substrate-consolidation;spine;tech-tree
polylogue-a7xr.9,4,open,open,chore,"Mechanical helper dedup sweep: scalar coercion quadruplet, _table_exists x40, provenance vocab x6, title/tags mixin",,substrate,polylogue-a7xr,canonical-authority-owner,One PR per letter or one sweep PR — batching judgment to the executor.,receipt/provenance;schema/contract,,,,,no-explicit-paths,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T00:08:55Z,2026-07-15T00:08:55Z,area:substrate;delivery:M-substrate-consolidation;horizon:frontier;lane:substrate-consolidation;spine;tech-tree
polylogue-a820,4,open,open,chore,rendering: remove dead build_projection_html_messages / get_render_projection code path,,rendering,,surface/adaptation-slice,,unspecified/qualitative,,polylogue-4p1,,,no-explicit-paths,,rendering,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T11:18:06Z,2026-07-16T11:18:06Z,area:rendering;discovered-from:dogfood-2
polylogue-ale,4,open,open,feature,External link archival: sessions cite URLs; the evidence should not rot,,context;ingest,polylogue-l4kf,domain-implementation-slice,,bounded-resource;parity/completeness;regression-fixture,,,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:00:25Z,2026-07-07T13:00:25Z,area:context;area:ingest;delivery:K-interop-origin-export;lane:origin-interop-export
polylogue-b1n,4,open,open,feature,WebUI-driven posting: operator drives web chats from the workbench,,web,polylogue-bby,domain-implementation-slice,"The web behavior for `polylogue-b1n` is backed by the shared API contract, handles loading/stale/error states explicitly, and has a seeded visual or interaction smoke test.",schema/contract;regression-fixture,polylogue-37t.15;polylogue-kwsb.1;polylogue-ptx,polylogue-bby.11,,,no-explicit-paths,,web,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:36Z,2026-07-08T20:15:36Z,area:web;delivery:H-web-cockpit;delivery:ac-patched;lane:web-evidence-cockpit
polylogue-bby,4,open,open,epic,Web workbench: from result list to evidence cockpit,,web,,program/invariant-container,Runtime/prototype/campaign material is largely superseded by #2673/#2675 and existing children; no parallel graph imported.,live-evidence;regression-fixture,,,,.agent/reports/chatgpt-pro-branch-assimilation-2026-07-11.md,origin-only=1,,web,retain program container; do not execute as a leaf,2026-07-11T11:37:23Z,2026-07-11T11:37:23Z,area:web;delivery:H-web-cockpit;horizon:mid;lane:web-evidence-cockpit
polylogue-bby.10,4,open,open,task,Timeline and firehose: the archive as a scrubbable stream,,surface;web,polylogue-bby,domain-implementation-slice,,live-evidence;receipt/provenance;parity/completeness;security/authorization;operator-gate;regression-fixture,polylogue-20d.12;polylogue-20d.13,,,,no-explicit-paths,records-landed-work,surface,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:30Z,2026-07-08T20:15:30Z,area:surface;area:web;delivery:H-web-cockpit;lane:web-evidence-cockpit
polylogue-bby.11,4,open,open,feature,Webui architecture v2: the stack that can carry the ambition,,legibility;web,polylogue-bby,domain-implementation-slice,"(5) MIGRATION: strangler pattern — v2 mounts at /app serving new views against the same API; old SPA remains until view parity, then dies in one PR (no long dual maintenance); bby.6's extraction is superseded for the JS (CSS tokens still shared) — re-note bby.6.",live-evidence;bounded-resource;parity/completeness;security/authorization;schema/contract;regression-fixture,polylogue-1ilk,polylogue-4smp;polylogue-rlsb,,polylogue/daemon/static/dist/;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/194_polylogue_bby_11.md;.agent/reports/decision-brief-2026-07-08.md,origin-only=2;symbolic=1,records-landed-work,legibility,retain-distinct; no duplicate/contradiction found in this pass,2026-07-11T15:52:34Z,2026-07-11T15:52:34Z,area:legibility;area:web;decision;delivery:H-web-cockpit;lane:web-evidence-cockpit;spine;wave:2
polylogue-bby.12,4,open,open,feature,Session replay: play a session back the way it happened,,web,polylogue-bby,domain-implementation-slice,,regression-fixture,polylogue-4ts.4;polylogue-4ts.6,,,,no-explicit-paths,,web,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:03:31Z,2026-07-13T04:03:31Z,area:web;delivery:H-web-cockpit;lane:web-evidence-cockpit
polylogue-bby.3,4,open,open,feature,Aggregate analytics views in the web UI,,analytics;web,polylogue-bby,domain-implementation-slice,"The web behavior for `polylogue-bby.3` is backed by the shared API contract, handles loading/stale/error states explicitly, and has a seeded visual or interaction smoke test.",live-evidence;schema/contract;regression-fixture,,polylogue-9l5.7.2;polylogue-fnm.1,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T07:00:18Z,2026-07-13T07:00:18Z,area:analytics;area:web;delivery:H-web-cockpit;delivery:ac-patched;lane:web-evidence-cockpit
polylogue-bby.4,4,open,open,feature,Live session tailing as a first-class mode,,daemon;web,polylogue-bby,domain-implementation-slice,"The web behavior for `polylogue-bby.4` is backed by the shared API contract, handles loading/stale/error states explicitly, and has a seeded visual or interaction smoke test.",bounded-resource;schema/contract;regression-fixture,polylogue-20d.13,,,,no-explicit-paths,,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:39Z,2026-07-08T20:15:39Z,area:daemon;area:web;delivery:H-web-cockpit;delivery:ac-patched;lane:web-evidence-cockpit
polylogue-c36,4,open,open,task,"Native-compilation probe: mypyc first, only where profiles demand it",,perf,polylogue-20d,domain-implementation-slice,,unspecified/qualitative,polylogue-20d.15,,,.agent/reports/decision-brief-2026-07-08.md,origin-only=1,,perf,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T18:39:45Z,2026-07-08T18:39:45Z,area:perf;decision;delivery:N-horizon;lane:horizon-spec
polylogue-ca4,4,open,open,task,Decision: DuckDB as the optional OLAP engine over the archive,,analytics;perf,polylogue-20d,domain-implementation-slice,,live-evidence;bounded-resource;parity/completeness;regression-fixture,,,,.agent/reports/decision-brief-2026-07-08.md,origin-only=1,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:02:28Z,2026-07-13T04:02:28Z,area:analytics;area:perf;decision;delivery:N-horizon;lane:horizon-spec
polylogue-d4zk,4,open,open,feature,"User and agent UX for creating, reviewing, and messaging about variants",,context;coordination;mcp;web,polylogue-4smp,domain-implementation-slice,The user can accept/reject/supersede or otherwise mark variant status without changing original source content.,receipt/provenance;regression-fixture,polylogue-0v9p;polylogue-37t.15;polylogue-arso;polylogue-rlsb,polylogue-90y;polylogue-bby.11;polylogue-pj8;polylogue-s7ae.3,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/078_polylogue_d4zk.md,origin-only=1,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:58Z,2026-07-08T20:14:58Z,area:context;area:coordination;area:mcp;area:web;delivery:E-variants-preferences;lane:variants-preferences;size:M
polylogue-dab.1,4,open,open,task,Drop payload_json/search_text duplication from run-projection tables; hydrate from typed columns,,storage,polylogue-a7xr,surface/adaptation-slice,,live-evidence;parity/completeness;schema/contract;regression-fixture,,,,,no-explicit-paths,records-residual-work,storage,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:16:40Z,2026-07-15T19:16:40Z,area:storage;delivery:M-substrate-consolidation;lane:substrate-consolidation;refactor
polylogue-elkv,4,open,open,task,Audit issue templates for genuinely stranger-facing bug/question framing,,docs,polylogue-hg8n,proof/verification-slice,,security/authorization;regression-fixture,,,,,no-explicit-paths,,docs,retain-distinct; no duplicate/contradiction found in this pass,2026-07-09T19:47:07Z,2026-07-09T19:47:07Z,area:docs;discovered-from:polylogue-3tl.8
polylogue-exb,4,open,open,task,"Layering: substrate rings import the api facade (6 sites, 2 private-symbol reaches)",,substrate,polylogue-1r9c,canonical-authority-owner,"Per-site relocation, then close the gate: (1) _active_archive_root -> config/core (it is runtime-root resolution, nothing facade-y about it); (2) run_coroutine_sync -> a core/asyncbridge module (two substrate rings need it; the api.sync home is an accident of history); (3) _rebuild_archive_session_…",live-evidence,,,,docs/plans/layering.yaml;polylogue/api;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/189_polylogue_exb.md,both=2;origin-only=1,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:15:15Z,2026-07-08T20:15:15Z,area:substrate;delivery:M-substrate-consolidation;lane:substrate-consolidation;refactor;wave:2
polylogue-f94,4,open,open,task,Kill-or-commit the TUI (~373 lines of skeletal Textual screens),,cli,polylogue-t46,domain-implementation-slice,,parity/completeness,,,,polylogue/ui/tui/,symbolic=1,,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:01:41Z,2026-07-13T04:01:41Z,area:cli;delivery:M-substrate-consolidation;delivery:ac-patched;lane:substrate-consolidation
polylogue-fs1.10,4,open,open,feature,Spec-cards: sessions as portable benchmark items (leakage-gated export),,eval;ingest;substrate,polylogue-fs1,domain-implementation-slice,,parity/completeness;determinism/idempotency;security/authorization;schema/contract;regression-fixture,,,,,no-explicit-paths,records-residual-work,eval,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:10:57Z,2026-07-15T17:10:57Z,area:eval;area:ingest;area:substrate;delivery:K-interop-origin-export;horizon:mid;lane:origin-interop-export;tech-tree
polylogue-fs1.2,4,open,open,feature,Importer: NeMo Relay ATOF/ATIF runtime spans,,ingest;substrate,polylogue-fs1,domain-implementation-slice,,parity/completeness;determinism/idempotency;security/authorization;schema/contract;regression-fixture,polylogue-2qx.1.1;polylogue-fs1.2.1,,,tests/unit/sources/parsers/test_hermes_spans.py,both=1,records-landed-work+records-residual-work,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T20:25:28Z,2026-07-14T20:25:28Z,area:ingest;area:substrate;delivery:K-interop-origin-export;delivery:ac-patched;lane:origin-interop-export
polylogue-fs1.4,4,open,open,feature,Report: polylogue forensics for Hermes sessions,,ingest;query;substrate,polylogue-fs1,domain-implementation-slice,,receipt/provenance;security/authorization;regression-fixture,polylogue-fs1.1;polylogue-fs1.3,,,polylogue/cli/read;docs/demo;docs/README/demo;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/105_polylogue_fs1_4.md;polylogue/insights/postmortem.py;polylogue/insights/session_commit.py,both=2;origin-only=1;missing/planned=3,records-residual-work,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T00:53:41Z,2026-07-14T00:53:41Z,area:ingest;area:query;area:substrate;delivery:K-interop-origin-export;delivery:ac-patched;lane:origin-interop-export
polylogue-fs1.5,4,open,open,feature,Export: Atropos/eval JSONL downstream of the canonical archive,,ingest;query;substrate,polylogue-fs1,domain-implementation-slice,,receipt/provenance;schema/contract;regression-fixture,polylogue-fs1.1,,,.agent/handoffs/polylogue-gpt-pro-2026-07-06/bundles/rnd-bundle-1-of-6.md,origin-only=1,records-landed-work+records-residual-work,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T00:53:52Z,2026-07-14T00:53:52Z,area:ingest;area:query;area:substrate;delivery:K-interop-origin-export;delivery:ac-patched;lane:origin-interop-export
polylogue-fs1.6,4,open,open,feature,"Fully-sovereign loop demo: local Hermes -> archive -> local embeddings -> judged memory -> injection, air-gapped",,context;demos;ingest;substrate,polylogue-fs1,domain-implementation-slice,,bounded-resource;security/authorization;schema/contract;regression-fixture,polylogue-37t.5,polylogue-fs1.11,,,no-explicit-paths,,context,retain-distinct; no duplicate/contradiction found in this pass,2026-07-10T10:33:45Z,2026-07-10T10:33:45Z,area:context;area:demos;area:ingest;area:substrate;delivery:K-interop-origin-export;delivery:ac-patched;lane:origin-interop-export
polylogue-fs1.8,4,open,open,task,Nous Chat browser-capture adapter,,ingest;substrate,polylogue-fs1,surface/adaptation-slice,,live-evidence;determinism/idempotency,polylogue-2qx.1.1,,,browser-extension/src/content/chatgpt.js,both=1,records-landed-work+records-residual-work,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T00:52:55Z,2026-07-14T00:52:55Z,area:ingest;area:substrate;delivery:K-interop-origin-export;horizon:vision;lane:origin-interop-export
polylogue-gikp,4,open,open,task,"API facade (api/archive.py, 5.9k lines): investigate verb-group mixins",,api;architecture,polylogue-1r9c,domain-implementation-slice,"Inventory facade methods by domain capability, shared state, error/transaction semantics, and public protocol.",cancellation/cleanup;parity/completeness;security/authorization;schema/contract,,,,docs/architecture-hotspots.md,both=1,,api,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T17:09:57Z,2026-07-15T17:09:57Z,area:api;area:architecture;horizon:vision;refactor
