order,wave,id,priority,type,status,parents,hard_prerequisites,title,intent,done_when
372,2,polylogue-a7xr,3,epic,open,,,Substrate consolidation: kill the storage twins and split the god-modules,"WHY: internal duplication is where correctness quietly dies — the sync/async storage twins must be edited in pairs or daemon and CLI diverge (standing trap, see storage twins memory), god-modules resist review, and dead/double-declared tables (fts_freshness_state, 1ty) mislead every new reader.",Each twin/god-module has a consolidation bead with before/after; no duplicate schema declarations remain; devtools verify layering + schema-versioning stay green.
373,1,polylogue-jnj,3,epic,open,,,Product surface algebra: one rule per concern across CLI/config/onboarding,"The CLI grew per-view flags, boolean mode muxes, mixed output dialects, and onboarding remnants faster than its projection/render algebra.",
374,0,polylogue-s8q,4,bug,open,polylogue-8jg9,,Make deployed Polylogue state trustworthy; captures queryable,Deployed-state contract skew.,"(Provisional until unparked) After a deploy, one command reports version-match + schema-match + fresh-ingest-per-origin; a deliberate version skew is detected."
375,1,polylogue-8jg9,2,epic,open,,,"Operational resilience: recoverable, restorable, survives daemon death and deploy","WHY: an archive whose pitch is durable evidence must itself survive incidents — daemon death mid-write, bad deploys, disk loss.","A quarterly restore drill proves backups restore (4be); daemon crash mid-convergence recovers without stranding debt (peo, ties 1xc.3/1xc.4); deployed state is provable via deployment-smoke when prod is re-activated (s8q)."
376,0,polylogue-2jj,4,task,open,,,IssueBench: real issues as coding-agent effectiveness benchmarks,"Research lane (gpt-pro synthesis + raw-log agent-evals idea): closed beads/issues with their authoring sessions become benchmark tasks — time-to-first-patch, search depth, question count, spec-mismatch count, rework, context tokens to green; and the raw-log variant: agents experiment with their own setup (context/memory configurations) and store judged observations as assertions.",(Vision — no fabricated AC) Requires: fs1.10 SpecCard schema landed; a first hand-built card set (~10 issues) proving the reconstruction recipe; leakage policy written.
377,3,polylogue-9l5.16,4,task,open,polylogue-9l5,polylogue-9l5.7,"Trajectory Quality Index: reward-shaping composite, never truth",WHY: one 0-1 trajectory score is useful for dashboards and RL reward-SHAPING.,
378,3,polylogue-9l5.17,4,task,open,polylogue-9l5,polylogue-9l5.7,"Model-drift observatory: candidate changepoints with validity gates, never causal claims","WHY: same task-shape across (model, month) reveals cost/turns/error drift — the ""did this model get worse for my work"" question.",
379,4,polylogue-9l5,2,epic,open,,,Outcome-grounded analytics: the archive answers 'so what' questions,The archive answers 'so what' questions.,1.
380,2,polylogue-c36,4,task,open,,polylogue-20d.15,"Native-compilation probe: mypyc first, only where profiles demand it","Cython-or-similar consideration (operator ask), analyzed 2026-07-03.","Profile artifact committed; decision recorded with numbers (close-as-no valid); if adopted: one compiled module behind an extra, matrix green, >=1.5x end-to-end documented."
381,0,polylogue-fs1.8,4,task,open,polylogue-fs1,,Nous Chat browser-capture adapter,"When Nous Chat web usage starts, add a provider adapter to the browser extension — mechanical work on the existing capture pattern (chatgpt/claude/gemini adapters).","A live Nous Chat session captures end-to-end into the archive with correct origin + native ids; duplicate-vs-state.db ingest is reconciled (content-hash idempotency, no double sessions)."
382,3,polylogue-fs1,2,epic,open,,,Hermes bridge: state.db + runtime spans -> canonical evidence -> forensics/eval export,Positioning: Hermes acts; Polylogue remembers and explains what the agent did; Sinex knows what was happening on the machine around it.,"- Current Hermes internals are verified against the live build before building — the state.db schema (sessions, messages, tool calls, token/cache/reasoning counters, costs, parent sessions, compaction/archive/rewind, FTS) is confirmed and the verification note is recorded on the bead."
383,1,polylogue-gqx,4,task,open,,"polylogue-20d.13, polylogue-scd",Desktop presence spike: Polylogue in the operator's ambient environment,Exploratory (operator: 'IDK if there's anything here'): the operator lives in Hyprland + kitty + noctalia-class widgets; Polylogue's ambient value could surface there without new heavy UI.,Spike report committed (bead close reason): each candidate prototyped-or-rejected with a reason; anything kept has its sinnix-side implementation merged and any polylogue-side gaps filed as beads.
384,0,polylogue-lu1,4,task,open,,,"Ambient theming: terminal respects the environment, webui gains a theme system",Raw-log 06-18/05-30: CLI colors should respond to the environment (pywal-class dynamic palettes) rather than hardcode a scheme; the webui needs a real theme-set — the operator wants element-level customization as a discovery path ('I don't know how to describe what I want').,CLI renders correctly under a palette swap without restart (snapshot under two palettes); webui token file swaps themes globally including the overlay; demo recordings pin their theme.
385,0,polylogue-wohv,4,task,open,,,messages_fts UNINDEXED columns are write-only noise in a contentless table: drop or annotate,Found during 2026-07-06 grok + operator design review of the contentless-FTS decision.,"Either the DDL carries an accurate comment (option a) or the columns are gone from table+triggers with an index-tier version bump batched alongside another index change (option b), and rg shows no reader referencing the removed columns."
386,0,polylogue-4g5,4,feature,open,polylogue-l4kf,,Expose the archive as an HPI module and Promnesia source,"The QS/local-first community (HPI, Promnesia, ActivityWatch users) is Polylogue's actual lineage and the friendliest audience — precisely the people who evangelize tools like this.",
387,0,polylogue-611,4,feature,open,polylogue-l4kf,,Grok (xAI) conversation export importer,BLOCKED: needs a real xAI export fixture before parser internals are frozen against a guessed shape.,A real Grok export ingests end-to-end (sessions/messages/blocks with native ids); detector fixture proves no other parser claims it and it claims no other fixture; parser props test added (protected file family).
388,1,polylogue-7k7,4,feature,open,polylogue-l4kf,polylogue-fs1.5,Research-tooling export lane: inspect-ai / Docent formats,"Research groups analyze agent transcripts at benchmark scale with dedicated tools (Transluce Docent, inspect-ai eval logs, trajectory corpora).",
389,0,polylogue-ale,4,feature,open,polylogue-l4kf,,External link archival: sessions cite URLs; the evidence should not rot,"Gwern-lineage hygiene: sessions cite external URLs constantly (docs, issues, papers) and they rot — a two-year-old session citing a 404 has lost its evidence.",Opt-in flag archives cited pages with dedup and caps; URL inventory recorded regardless; archived copy reachable from a seeded session's link card; retro command archives a bounded batch.
390,0,polylogue-bby.14,4,feature,open,polylogue-bby,,Pinboard: workspaces as a spatial surface,Workspaces/recall packs exist in user.db with no surface that makes them feel like a place.,Pin a session/message/query from the reader; arrange and persist layout; query tile live-updates via SSE; board exports to a read-package; layout survives daemon restart.
391,3,polylogue-bby,2,epic,open,,,Web workbench: from result list to evidence cockpit,"Web audit findings (fables session): the MK2 shell is a solid three-pane reader but hides the product's depth — the DSL, aggregates, live capture, and long-session structure are all invisible at the point of use.",1.
392,2,polylogue-fnm.9,4,feature,open,polylogue-fnm,"polylogue-fnm.1, polylogue-fnm.7",Pipeline-as-subquery composition,`sessions where in(messages where text:timeout | group by session | count >= 5)` — full subquery composition.,An inner pipeline's session/unit set is consumable as an outer predicate operand (inline or via query:/result-set: ref); provenance records the composition; no quadratic re-execution (inner runs once).
393,3,polylogue-fnm,2,epic,open,,,Query DSL: one grammar owns query semantics; compose instead of multiplying verbs,The Lark grammar in polylogue/archive/query/expression.py is THE query language; extend in place.,- New query semantics are added to the Lark grammar in polylogue/archive/query/expression.py (grep shows the grammar rule) rather than as a parallel verb or flag.
394,1,polylogue-l4kf.2,4,feature,open,polylogue-l4kf,polylogue-l4kf.1,Federation: .well-known/ai-sessions manifest + selective content-hash sync,"WHY: local-first peers (second machine, trusted collaborator) should discover and exchange archive slices without a cloud service.",
395,1,polylogue-l4kf.3,4,feature,open,polylogue-l4kf,polylogue-rxdo.4,Outbound provenance: git notes (refs/notes/polylogue) + PR/issue citation footers + SARIF pathology export,"WHY: findings trapped in Polylogue-only reports have no reach; developer-native surfaces (git log --notes, GitHub code scanning) make evidence visible where work happens.",
