lane,file,line,ctx,start,end,call,op,tables,sql,norm,params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3528,_set_edge,3527,3535,execute,UPDATE,session_links,"""""""
            UPDATE session_links
            SET branch_point_message_id = ?, inheritance = ?
            WHERE src_session_id = ? AND dst_origin = ? AND dst_native_id = ? AND link_type = ?
            """"""","UPDATE session_links SET branch_point_message_id = ?, inheritance = ? WHERE src_session_id = ? AND dst_origin = ? AND dst_native_id = ? AND link_type = ?","(branch_point_message_id, inheritance, child_session_id, dst_origin, dst_native_id, link_type)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3561,_reextract_prefix_tail_db,3469,3577,execute,DYNAMIC/OTHER,messages,"f""DELETE FROM messages WHERE message_id IN ({placeholders})""","f""DELETE FROM messages WHERE message_id IN ({placeholders})""",tuple(prefix_message_ids)
sync,polylogue/storage/sqlite/archive_tiers/write.py,3696,_repair_stale_prefix_branch_points_db,3628,3708,execute,UPDATE,session_links,"""""""
            UPDATE session_links
            SET branch_point_message_id = ?
            WHERE src_session_id = ?
              AND resolved_dst_session_id = ?
              AND branch_point_message_id = ?
              AND inheritance = 'prefix-sharing'
            """"""",UPDATE session_links SET branch_point_message_id = ? WHERE src_session_id = ? AND resolved_dst_session_id = ? AND branch_point_message_id = ? AND inheritance = 'prefix-sharing',"(replacement, str(src_session_id), parent_id, stale_branch_point)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,3793,_delete_prefix_message_dependents,3762,3796,execute,DYNAMIC/OTHER,,"f""DELETE FROM {table} WHERE message_id IN ({placeholders})""","f""DELETE FROM {table} WHERE message_id IN ({placeholders})""",params
sync,polylogue/storage/sqlite/archive_tiers/write.py,3820,_reextract_provider_usage_tail_db,3799,3869,execute,UPDATE,session_provider_usage_events,"""""""
            UPDATE session_provider_usage_events
            SET total_input_tokens = MAX(total_input_tokens - ?, 0),
                total_output_tokens = MAX(total_output_tokens - ?, 0),
                total_cached_input_tokens = MAX(total_cached_input_tokens - ?, 0),
                total_cache_write_tokens = MAX(total_cache_write_tokens - ?, 0),
                total_reasoning_output_tokens = MAX(total_reasoning_output_tokens - ?, 0),
                total_tokens = MAX(total_tokens - ?, 0)
            WHERE session_id = ?
              AND provider_event_type = 'token_count'
            """"""","UPDATE session_provider_usage_events SET total_input_tokens = MAX(total_input_tokens - ?, 0), total_output_tokens = MAX(total_output_tokens - ?, 0), total_cached_input_tokens = MAX(total_cached_input_tokens - ?, 0), total_cache_write_tokens = MAX(total_cache_write_tokens - ?, 0), total_reasoning_output_tokens = MAX(total_reasoning_output_tokens - ?, 0), total_tokens = MAX(total_tokens - ?, 0) WHERE session_id = ? AND provider_event_type = 'token_count'","(
                baseline.get(""total_input_tokens"", 0),
                baseline.get(""total_output_tokens"", 0),
                baseline.get(""total_cached_input_tokens"", 0),
                baseline.get(""total_cache_write_tokens"", 0),
                baseline.get(""total_reasoning_output_tokens"", 0),
                baseline.get(""total_tokens"", 0),
                child_session_id,
            )"
sync,polylogue/storage/sqlite/archive_tiers/write.py,382,write_parsed_session_to_archive,227,549,execute,UPDATE,messages,"""""""
                UPDATE messages
                SET is_active_leaf = 0
                WHERE session_id = ?
                  AND is_active_path = 1
                  AND is_active_leaf = 1
                """"""",UPDATE messages SET is_active_leaf = 0 WHERE session_id = ? AND is_active_path = 1 AND is_active_leaf = 1,"(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,399,write_parsed_session_to_archive,227,549,execute,UPDATE,sessions,"""UPDATE sessions SET active_leaf_message_id = ? WHERE session_id = ?""",UPDATE sessions SET active_leaf_message_id = ? WHERE session_id = ?,"(active_leaf_message_id, session_id)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,626,_purge_session_message_fts_when_delete_trigger_missing,624,643,execute,SELECT,sqlite_master,"""SELECT 1 FROM sqlite_master WHERE type = 'trigger' AND name = 'messages_fts_ad'""",SELECT 1 FROM sqlite_master WHERE type = 'trigger' AND name = 'messages_fts_ad',
sync,polylogue/storage/sqlite/archive_tiers/write.py,631,_purge_session_message_fts_when_delete_trigger_missing,624,643,execute,SELECT,sqlite_master,"""""""
        SELECT name
        FROM sqlite_master
        WHERE type IN ('table', 'virtual table')
          AND name IN ('messages_fts', 'messages_fts_docsize')
        """"""","SELECT name FROM sqlite_master WHERE type IN ('table', 'virtual table') AND name IN ('messages_fts', 'messages_fts_docsize')",
sync,polylogue/storage/sqlite/archive_tiers/write.py,774,read_insight_materialization,767,796,execute,SELECT,insight_materialization,"""""""
        SELECT insight_type, session_id, materializer_version, materialized_at_ms,
            source_updated_at_ms, source_sort_key_ms, input_high_water_mark_ms,
            input_high_water_mark_source, input_row_count
        FROM insight_materialization
        WHERE insight_type = ? AND session_id = ?
        """"""","SELECT insight_type, session_id, materializer_version, materialized_at_ms, source_updated_at_ms, source_sort_key_ms, input_high_water_mark_ms, input_high_water_mark_source, input_row_count FROM insight_materialization WHERE insight_type = ? AND session_id = ?","(insight_type, session_id)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,897,read_session_tags,884,917,execute,DYNAMIC/OTHER,session_tags,"f""""""
        SELECT session_id, tag, tag_source, method, confidence, evidence_json
        FROM session_tags
        WHERE session_id = ?
          {source_filter}
        ORDER BY tag_source, tag
        """"""","f"""""" SELECT session_id, tag, tag_source, method, confidence, evidence_json FROM session_tags WHERE session_id = ? {source_filter} ORDER BY tag_source, tag """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/write.py,1001,read_session_work_events,994,1036,execute,SELECT,session_work_events,"""""""
        SELECT event_id, session_id, position, work_event_type, summary, confidence,
            start_index, end_index, started_at_ms, ended_at_ms, duration_ms,
            file_paths_json, tools_used_json,
            input_high_water_mark, input_high_water_mark_source,
            evidence_json, inference_json, search_text
        FROM session_work_events
        WHERE session_id = ?
        ORDER BY position
        """"""","SELECT event_id, session_id, position, work_event_type, summary, confidence, start_index, end_index, started_at_ms, ended_at_ms, duration_ms, file_paths_json, tools_used_json, input_high_water_mark, input_high_water_mark_source, evidence_json, inference_json, search_text FROM session_work_events WHERE session_id = ? ORDER BY position","(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1110,read_session_phases,1103,1141,execute,SELECT,session_phases,"""""""
        SELECT phase_id, session_id, position, start_index, end_index,
            started_at_ms, ended_at_ms, duration_ms, tool_counts_json, word_count,
            input_high_water_mark, input_high_water_mark_source,
            evidence_json, inference_json, search_text
        FROM session_phases
        WHERE session_id = ?
        ORDER BY position
        """"""","SELECT phase_id, session_id, position, start_index, end_index, started_at_ms, ended_at_ms, duration_ms, tool_counts_json, word_count, input_high_water_mark, input_high_water_mark_source, evidence_json, inference_json, search_text FROM session_phases WHERE session_id = ? ORDER BY position","(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1155,read_archive_session_envelope,1144,1310,execute,SELECT,sessions,"""""""
        SELECT session_id, native_id, origin, title, session_kind, active_leaf_message_id,
               parent_session_id, root_session_id, branch_type,
               title_source, instructions_text,
               created_at_ms, updated_at_ms, git_branch, git_repository_url, provider_project_ref
        FROM sessions
        WHERE session_id = ?
        """"""","SELECT session_id, native_id, origin, title, session_kind, active_leaf_message_id, parent_session_id, root_session_id, branch_type, title_source, instructions_text, created_at_ms, updated_at_ms, git_branch, git_repository_url, provider_project_ref FROM sessions WHERE session_id = ?","(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1181,read_archive_session_envelope,1144,1310,execute,SELECT,attachment_refs;attachments,"""""""
        SELECT r.message_id AS message_id, a.attachment_id AS attachment_id,
               a.display_name AS display_name, a.media_type AS media_type, a.byte_count AS byte_count,
               r.upload_origin AS upload_origin, r.source_url AS source_url, r.caption AS caption
        FROM attachment_refs r
        JOIN attachments a ON a.attachment_id = r.attachment_id
        WHERE r.session_id = ?
        ORDER BY r.message_id, a.attachment_id
        """"""","SELECT r.message_id AS message_id, a.attachment_id AS attachment_id, a.display_name AS display_name, a.media_type AS media_type, a.byte_count AS byte_count, r.upload_origin AS upload_origin, r.source_url AS source_url, r.caption AS caption FROM attachment_refs r JOIN attachments a ON a.attachment_id = r.attachment_id WHERE r.session_id = ? ORDER BY r.message_id, a.attachment_id","(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1208,read_archive_session_envelope,1144,1310,execute,SELECT,messages,"""""""
        SELECT message_id, native_id, role, position, variant_index, is_active_path, is_active_leaf,
               message_type, material_origin, word_count, has_tool_use, has_thinking, has_paste, occurred_at_ms,
               paste_boundary AS paste_boundary_state, duration_ms, parent_message_id
        FROM messages
        WHERE session_id = ?
        ORDER BY position, variant_index
        """"""","SELECT message_id, native_id, role, position, variant_index, is_active_path, is_active_leaf, message_type, material_origin, word_count, has_tool_use, has_thinking, has_paste, occurred_at_ms, paste_boundary AS paste_boundary_state, duration_ms, parent_message_id FROM messages WHERE session_id = ? ORDER BY position, variant_index","(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1316,read_session_agent_policies,1313,1338,execute,SELECT,session_agent_policies,"""""""
        SELECT policy_id, session_id, position, approval_policy,
               sandbox_policy, network_policy, observed_at_ms, source_message_id
        FROM session_agent_policies
        WHERE session_id = ?
        ORDER BY position
        """"""","SELECT policy_id, session_id, position, approval_policy, sandbox_policy, network_policy, observed_at_ms, source_message_id FROM session_agent_policies WHERE session_id = ? ORDER BY position","(session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1347,search_archive_blocks,1341,1357,execute,SELECT,blocks;messages_fts,"""""""
        SELECT b.block_id
        FROM messages_fts f
        JOIN blocks b ON b.rowid = f.rowid
        WHERE f.text MATCH ?
        ORDER BY rank
        """"""",SELECT b.block_id FROM messages_fts f JOIN blocks b ON b.rowid = f.rowid WHERE f.text MATCH ? ORDER BY rank,"(match_query,)"
sync,polylogue/storage/sqlite/archive_tiers/write.py,1371,rebuild_archive_messages_fts,1360,1372,execute,SELECT,messages_fts,"""SELECT COUNT(*) FROM messages_fts""",SELECT COUNT(*) FROM messages_fts,
